url_path,views_total,views_unique
/maziggy/bambuddy,2746,1434
/maziggy/bambuddy/issues,647,164
/maziggy/bambuddy/releases,373,210
/maziggy/bambuddy/releases/tag/v1.2.5.5,210,178
/maziggy/bambuddy/pulls,131,51
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,63,61
/maziggy/bambuddy/blob/main/slicer-api/README.md,61,44
/maziggy/bambuddy/tree/main/slicer-api,49,30
/maziggy/BamBuddy,45,38
/maziggy/bambuddy/tree/main,43,33
