url_path,views_total,views_unique
/maziggy/bambuddy,2698,1392
/maziggy/bambuddy/issues,636,159
/maziggy/bambuddy/releases,426,258
/maziggy/bambuddy/releases/tag/v1.2.5.5,285,236
/maziggy/bambuddy/pulls,146,49
/maziggy/bambuddy/blob/main/slicer-api/README.md,64,47
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,56,53
/maziggy/bambuddy/tree/main/slicer-api,50,29
/maziggy/bambuddy/blob/main/docker-compose.yml,46,37
/maziggy/bambuddy/forks,37,11
