url_path,views_total,views_unique
/maziggy/bambuddy,2652,1408
/maziggy/bambuddy/issues,610,155
/maziggy/bambuddy/releases,359,213
/maziggy/bambuddy/releases/tag/v1.2.5.5,221,189
/maziggy/bambuddy/pulls,121,43
/maziggy/bambuddy/blob/main/slicer-api/README.md,63,46
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,56,53
/maziggy/bambuddy/tree/main/slicer-api,46,28
/maziggy/bambuddy/blob/main/docker-compose.yml,41,33
/maziggy/BamBuddy,39,35
